solv_ratio_1,solv_ratio_2,solv_ratio_3,solv_ratio_4,mol_wt_solv_1,mol_wt_solv_2,mol_wt_solv_3,mol_wt_solv_4,mol_wt_salt,conc_salt,temperature
0.5,0.5,0,0,102.0316941,100.088815,0,0,286.9332984,0.5,25
0.5,0.5,0,0,102.0316941,100.088815,0,0,386.9269112,0.3,25
0.5,0.5,0,0,102.0316941,100.088815,0,0,386.9269112,0.5,25
0.5,0.5,0,0,88.01604399,104.0473441,0,0,155.9680291,1,79.79590757
0.5,0.5,0,0,88.01604399,104.0473441,0,0,155.9680291,1,49.73680813
0.5,0.5,0,0,88.01604399,104.0473441,0,0,155.9680291,1,29.48948849
0.5,0.5,0,0,88.01604399,104.0473441,0,0,155.9680291,1,-0.089132689
0.5,0.5,0,0,88.01604399,104.0473441,0,0,155.9680291,1,-19.5723916
0.5,0.48,0.02,0,264.0196688,118.0629942,88.01604399,0,151.9801855,1,25
0.5,0.5,0,0,88.01604399,118.0629942,0,0,151.9801855,1,-40.258
0.5,0.5,0,0,88.01604399,118.0629942,0,0,151.9801855,1,-35.355
0.5,0.5,0,0,88.01604399,118.0629942,0,0,151.9801855,1,-30.065
0.5,0.5,0,0,88.01604399,118.0629942,0,0,151.9801855,1,-20.129
0.5,0.5,0,0,88.01604399,118.0629942,0,0,151.9801855,1,-10.323
0.25,0.25,0.5,0,88.01604399,118.0629942,124.0289308,0,151.9801855,1,-40.258
0.25,0.25,0.5,0,88.01604399,118.0629942,124.0289308,0,151.9801855,1,-35.355
0.25,0.25,0.5,0,88.01604399,118.0629942,124.0289308,0,151.9801855,1,-30.065
0.25,0.25,0.5,0,88.01604399,118.0629942,124.0289308,0,151.9801855,1,-20.258
0.25,0.25,0.5,0,88.01604399,118.0629942,124.0289308,0,151.9801855,1,-10.194
0.5,0.5,0,0,88.01604399,90.03169405,0,0,151.9801855,1,-20
0.5,0.5,0,0,88.01604399,90.03169405,0,0,151.9801855,1,-10
0.5,0.5,0,0,88.01604399,90.03169405,0,0,151.9801855,1,0
0.5,0.5,0,0,88.01604399,90.03169405,0,0,151.9801855,1,10
0.5,0.5,0,0,88.01604399,90.03169405,0,0,151.9801855,1,20
0.3,0.7,0,0,88.01604399,104.0473441,0,0,186.9396855,1,25
0.3,0.7,0,0,88.01604399,104.0473441,0,0,151.9801855,1,25
0.3,0.7,0,0,88.01604399,104.0473441,0,0,286.9332984,1,25
0.3,0.7,0,0,88.01604399,104.0473441,0,0,105.9645157,1,25
0.3,0.7,0,0,88.01604399,104.0473441,0,0,94.01892283,1,25
1,0,0,0,102.0316941,0,0,0,151.9801855,0.5,25
0.902614379,0.097385621,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.801960784,0.198039216,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.702614379,0.297385621,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.601960784,0.398039216,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.5,0.5,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.400653595,0.599346405,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.3,0.7,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.198039216,0.801960784,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
0.1,0.9,0,0,102.0316941,72.05751488,0,0,151.9801855,0.5,25
1,0,0,0,102.0316941,0,0,0,105.9645157,0.5,25
0.902614379,0.097385621,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.803267974,0.196732026,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.702614379,0.297385621,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.600653595,0.399346405,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.497385621,0.502614379,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.398039216,0.601960784,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.29869281,0.70130719,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.198039216,0.801960784,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
0.1,0.9,0,0,102.0316941,72.05751488,0,0,105.9645157,0.5,25
1,0,0,0,102.0316941,0,0,0,94.01892283,0.5,25
0.90130719,0.09869281,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.799346405,0.200653595,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.7,0.3,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.599346405,0.400653595,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.49869281,0.50130719,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.399346405,0.600653595,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.29869281,0.70130719,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.196732026,0.803267974,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
0.09869281,0.90130719,0,0,102.0316941,72.05751488,0,0,94.01892283,0.5,25
1,0,0,0,102.0316941,0,0,0,155.9680291,0.5,25
0.90130719,0.09869281,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.799346405,0.200653595,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.70130719,0.29869281,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.600653595,0.399346405,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.49869281,0.50130719,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.399346405,0.600653595,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.29869281,0.70130719,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.199346405,0.800653595,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.09869281,0.90130719,0,0,102.0316941,72.05751488,0,0,155.9680291,0.5,25
0.802312984,0.197687016,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.705045074,0.294954926,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.603870789,0.396129211,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.505203226,0.494796774,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.40515578,0.59484422,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.305001582,0.694998418,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.207207813,0.792792187,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.105104381,0.894895619,0,0,88.01604399,72.05751488,0,0,151.9801855,0.5,25
0.8022774,0.1977226,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.703649375,0.296350625,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.60493832,0.39506168,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.504843429,0.495156571,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.404614107,0.595385893,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.304171279,0.695828721,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.206124466,0.793875534,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.103930096,0.896069904,0,0,88.01604399,72.05751488,0,0,105.9645157,0.5,25
0.801747588,0.198252412,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.701767357,0.298232643,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.602961411,0.397038589,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.504048711,0.495951289,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.402471137,0.597528863,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.301988771,0.698011229,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.205349518,0.794650482,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.102083663,0.897916337,0,0,88.01604399,72.05751488,0,0,94.01892283,0.5,25
0.802451368,0.197548632,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.70236043,0.29763957,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.602222046,0.397777954,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.503337024,0.496662976,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.403119563,0.596880437,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.302783489,0.697216511,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.203657283,0.796342717,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.103194686,0.896805314,0,0,88.01604399,72.05751488,0,0,155.9680291,0.5,25
0.800944963,0.199055037,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.702241816,0.297758184,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.602198324,0.397801676,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.503412146,0.496587854,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.404566661,0.595433339,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.304325478,0.695674522,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.205262534,0.794737466,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.103475407,0.896524593,0,0,88.01604399,72.05751488,0,0,234.0675687,0.5,25
0.802099478,0.197900522,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.702055986,0.297944014,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.604625969,0.395374031,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.504562708,0.495437292,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.403174917,0.596825083,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.303020718,0.696979282,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.205373241,0.794626759,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
0.10363356,0.89636644,0,0,88.01604399,72.05751488,0,0,334.0988688,0.5,25
1,0,0,0,102.0316941,0,0,0,151.9801855,0.5,25
0.901754923,0.098245077,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.802924191,0.197075809,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.702738496,0.297261504,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.601185593,0.398814407,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.503550658,0.496449342,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.404532191,0.595467809,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.302701765,0.697298235,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.204736251,0.795263749,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
0.102624222,0.897375778,0,0,102.0316941,90.06807956,0,0,151.9801855,0.5,25
1,0,0,0,102.0316941,0,0,0,105.9645157,0.5,25
0.900220386,0.099779614,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.802687481,0.197312519,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.703799612,0.296200388,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.602201816,0.397798184,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.503134374,0.496865626,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.402614019,0.597385981,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.301958984,0.698041016,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.202409958,0.797590042,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
0.101424344,0.898575656,0,0,102.0316941,90.06807956,0,0,105.9645157,0.5,25
1,0,0,0,102.0316941,0,0,0,94.01892283,0.5,25
0.90120804,0.09879196,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.800969289,0.199030711,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.701975309,0.298024691,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.601573309,0.398426691,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.501081522,0.498918478,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.400524436,0.599475564,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.301146822,0.698853178,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.201667177,0.798332823,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
0.100763187,0.899236813,0,0,102.0316941,90.06807956,0,0,94.01892283,0.5,25
1,0,0,0,102.0316941,0,0,0,155.9680291,0.5,25
0.900767269,0.099232731,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.800487705,0.199512295,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.700126518,0.299873482,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.602389552,0.397610448,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.501922253,0.498077747,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.401373329,0.598626671,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.303432303,0.696567697,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.202711968,0.797288032,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
0.099298031,0.900701969,0,0,102.0316941,90.06807956,0,0,155.9680291,0.5,25
1,0,0,0,102.0316941,0,0,0,234.0675687,0.5,25
0.900632589,0.099367411,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.801622283,0.198377717,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.701252933,0.298747067,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.600863177,0.399136823,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.501734517,0.498265483,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.401234568,0.598765432,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.300685644,0.699314356,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.202707887,0.797292113,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
0.099326599,0.900673401,0,0,102.0316941,90.06807956,0,0,234.0675687,0.5,25
1,0,0,0,102.0316941,0,0,0,334.0988688,0.5,25
0.900526477,0.099473523,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.801528415,0.198471585,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.701167228,0.298832772,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.600777472,0.399222528,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.501689624,0.498310376,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.40124273,0.59875727,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.302093664,0.697906336,0,0,102.0316941,90.06807956,0,0,334.0988688,0.5,25
0.799736762,0.200263238,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
0.699269462,0.300730538,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
0.60144271,0.39855729,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
0.499624528,0.500375472,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
0.400442812,0.599557188,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
0.299922457,0.700077543,0,0,102.0316941,90.06807956,0,0,386.1301689,0.3,25
1,0,0,0,102.0316941,0,0,0,151.9801855,0.3,25
0.900461541,0.099538459,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.802307156,0.197692844,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.70292639,0.29707361,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.603532437,0.396467563,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.504081341,0.495918659,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.404511563,0.595488437,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.304862664,0.695137336,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.205046731,0.794953269,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
0.103657163,0.896342837,0,0,102.0316941,90.06807956,0,0,151.9801855,0.3,25
1,0,0,0,102.0316941,0,0,0,105.9645157,0.3,25
0.901665943,0.098334057,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.801041215,0.198958785,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.701563745,0.298436255,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.602064297,0.397935703,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.504942884,0.495057116,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.40528959,0.59471041,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.302941774,0.697058226,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.204123649,0.795876351,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
0.103802219,0.896197781,0,0,102.0316941,90.06807956,0,0,105.9645157,0.3,25
1,0,0,0,102.0316941,0,0,0,94.01892283,0.3,25
0.900105495,0.099894505,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.800650004,0.199349996,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.70107583,0.29892417,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.601466492,0.398533508,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.502982434,0.497017566,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.402028033,0.597971967,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.302111001,0.697888999,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.202062099,0.797937901,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
0.101885725,0.898114275,0,0,102.0316941,90.06807956,0,0,94.01892283,0.3,25
1,0,0,0,102.0316941,0,0,0,155.9680291,0.3,25
0.902079132,0.097920868,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.801401656,0.198598344,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.699383513,0.300616487,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.602248913,0.397751087,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.500134067,0.499865933,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.400340112,0.599659888,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.301746163,0.698253837,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.201824735,0.798175265,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
0.101775834,0.898224166,0,0,102.0316941,90.06807956,0,0,155.9680291,0.3,25
1,0,0,0,102.0316941,0,0,0,234.0675687,0.3,25
0.902048363,0.097951637,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.801304952,0.198695048,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.700530772,0.299469228,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.600925829,0.399074171,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.503769251,0.496230749,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.401628031,0.598371969,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.301842867,0.698157133,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.201961,0.798039,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.103200018,0.896799982,0,0,102.0316941,90.06807956,0,0,234.0675687,0.3,25
0.798859316,0.201140684,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.699619772,0.300380228,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.5,0.5,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.400760456,0.599239544,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.2,0.8,0,0,88.01604399,72.05751488,0,0,362.0531543,0.5,25
0.8,0.2,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.699619772,0.300380228,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.600380228,0.399619772,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.5,0.5,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.400760456,0.599239544,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.301520913,0.698479087,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.2,0.8,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.098479087,0.901520913,0,0,88.01604399,90.03169405,0,0,362.0531543,0.5,25
0.797718631,0.202281369,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.698479087,0.301520913,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.5,0.5,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.2,0.8,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.099619772,0.900380228,0,0,88.01604399,104.0473441,0,0,362.0531543,0.5,25
0.698479087,0.301520913,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.5,0.5,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.2,0.8,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
0.099619772,0.900380228,0,0,88.01604399,118.0629942,0,0,362.0531543,0.5,25
1,0,0,0,102.0316941,0,0,0,362.0531543,0.5,25
0.899239544,0.100760456,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.798859316,0.201140684,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.699619772,0.300380228,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.5,0.5,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
0.2,0.8,0,0,102.0316941,72.05751488,0,0,362.0531543,0.5,25
1,0,0,0,102.0316941,0,0,0,362.0531543,0.5,25
0.898098859,0.101901141,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.798859316,0.201140684,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.698479087,0.301520913,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.5,0.5,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.2,0.8,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
0.099619772,0.900380228,0,0,102.0316941,90.03169405,0,0,362.0531543,0.5,25
1,0,0,0,102.0316941,0,0,0,362.0531543,0.5,25
0.898098859,0.101901141,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.797718631,0.202281369,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.699619772,0.300380228,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.599239544,0.400760456,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.5,0.5,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.2,0.8,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
0.099619772,0.900380228,0,0,102.0316941,104.0473441,0,0,362.0531543,0.5,25
1,0,0,0,102.0316941,0,0,0,362.0531543,0.5,25
0.899239544,0.100760456,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.798859316,0.201140684,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.698479087,0.301520913,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.600380228,0.399619772,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.5,0.5,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.399619772,0.600380228,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.300380228,0.699619772,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.2,0.8,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
0.099619772,0.900380228,0,0,102.0316941,118.0629942,0,0,362.0531543,0.5,25
1,0,0,0,102.0316941,0,0,0,334.0988688,1,25
0.5,0.5,0,0,102.0316941,90.06807956,0,0,334.0988688,1,25
0.3,0.7,0,0,102.0316941,90.06807956,0,0,334.0988688,1,25
0.5,0.5,0,0,102.0316941,90.06807956,0,0,334.0988688,1,25
0.4,0.6,0,0,102.0316941,90.06807956,0,0,334.0988688,1,25
0.5,0.5,0,0,102.0316941,88.01604399,0,0,334.0988688,1,25
0.3,0.7,0,0,102.0316941,88.01604399,0,0,334.0988688,1,25
1,0,0,0,102.0316941,0,0,0,234.0675687,1,25
0.5,0.5,0,0,102.0316941,90.06807956,0,0,234.0675687,1,25
0.3,0.7,0,0,102.0316941,90.06807956,0,0,234.0675687,1,25
0.5,0.5,0,0,102.0316941,90.06807956,0,0,234.0675687,1,25
0.4,0.6,0,0,102.0316941,90.06807956,0,0,234.0675687,1,25
0.5,0.5,0,0,102.0316941,88.01604399,0,0,234.0675687,1,25
0.3,0.7,0,0,102.0316941,88.01604399,0,0,234.0675687,1,25
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,151.9801855,1,-20.25587187
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,151.9801855,1,-10.04115451
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,151.9801855,1,-0.028514196
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,151.9801855,1,9.863854162
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,151.9801855,1,20.00062992
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,144.0017749,1,-19.77108854
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,144.0017749,1,-9.966572459
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,144.0017749,1,0.042372348
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,144.0017749,1,9.807749646
0.333333333,0.333333333,0.333333333,0,88.01604399,90.03169405,118.0629942,0,144.0017749,1,19.8988355
